formula,ref_energy_eV,min_final_log_eV,delta_eV
As5BrSr8,-4.005081994192941,-4.005106,-2.4005807058635753e-05
As5Ca8Cl,-4.249601909092495,-4.249598,3.909092495035793e-06
As5ClSr8,-4.047526768275669,-3.98918,0.05834676827566909
As5ISr8,-3.944838660103934,-3.944821,1.7660103933891946e-05
As6Ca10Cl2,-4.2514525519476996,-4.251453,-4.480523001504366e-07
As6Ca10F2,-4.497809092203776,-4.497809,9.2203776169697e-08
As6F2Sr10,-4.2818603515625,-4.281959,-9.86484374996266e-05
Au2Cl5I,-2.4073843955993652,-2.406639,0.0007453955993650396
Au2Cs2Se4,-3.382493019104004,-3.379013,0.003480019104003862
Au2K2Te4,-3.1792545318603516,-3.181219,-0.0019644681396484565
Au4Ba2Br16,-2.6853403611616655,-2.702819,-0.017478638838334337
Au4Br16Pb2,-2.5055477835915307,-2.528897,-0.02334921640846943
Au4Br24La4,-3.370291233062744,-3.331409,0.0388822330627443
Au4Br32P4,-2.449381446838379,-2.460023,-0.010641553161621076
Au4Ca2Cl16,-2.9836110201748935,-2.987006,-0.0033949798251065033
Au4Cl24La4,-3.775390625,-3.735691,0.039699624999999905
Au4Cl24Y4,-3.893219232559204,-3.866667,0.026552232559204025
Au4Cl4Se4,-3.090261141459147,-3.037341,0.05292014145914692
Au4Co2F16,-3.755559054287997,-3.754404,0.0011550542879970038
Au4Cu2F16,-3.48773193359375,-3.494591,-0.006859066406249781
Au4F16Mn2,-4.137435219504616,-4.124239,0.013196219504616025
Au4F16Pb2,-3.764849229292436,-3.744367,0.02048222929243604
Au4F28Ru4,-4.277330610487196,-4.265443,0.011887610487195666
Au4I18Tl2,-2.0412274996439614,-2.029583,0.011644499643961304
Au4I24La4,-2.9793472290039062,-2.940105,0.03924222900390628
Au4I4Se4,-2.8258536656697593,-2.828874,-0.003020334330240626
Au4La8P12,-6.027402242024739,-5.96863,0.058772242024739185
Au8Br12Cl12,-2.332653284072876,-2.312484,0.020169284072875993
Au8Br12I12,-2.1293132305145264,-2.117949,0.011364230514526508
Au8Br16I8,-2.1523613929748535,-2.12245,0.029911392974853346
Au8Br8I16,-2.097886085510254,-2.071688,0.026198085510253932
Au8Cl12I12,-2.273455858230591,-2.24213,0.031325858230590864
B12I12S12,-4.4308522542317705,-4.429276,0.0015762542317707684
B12I12Se12,-4.029474470350477,-4.02839,0.0010844703504773179
B2F10Ge2,-5.465110778808594,-5.466033,-0.0009222211914066136
B4Ba6Se12,-4.864758578213778,-4.854413,0.01034557821377824
B4Br16Cs4,-3.347771326700846,-3.352387,-0.004615673299153578
B4F36Pb12,-5.2320990929236775,-5.214066,0.018033092923677607
B4Hg6S12,-3.8321040760387075,-3.740596,0.09150807603870748
B8Co4F32,-5.672352183948863,-5.68143,-0.009077816051136445
B8F32Mg4,-5.773402127352628,-5.780522,-0.0071198726473724605
Ba10Br4I16,-3.5713874816894533,-3.547534,0.023853481689453115
Ba12Co4F36,-5.414956899789663,-5.419618,-0.0046611002103365
Ba12In4P12,-4.44147218976702,-4.453731,-0.012258810232980366
Ba12P12Sc4,-5.1790891374860495,-5.184623,-0.005533862513950716
Ba12P16W4,-5.909741401672363,-5.872504,0.03723740167236311
Ba16Hf4P16,-5.439569261338976,-5.43898,0.000589261338975966
BaP2Sr2,-4.261309814453125,-4.16112,0.1001898144531248
Ba2Br12Pd2,-3.0999913215637207,-3.099989,2.321563720819597e-06
Ba2Br16Tl4,-2.767134579745206,-2.773475,-0.006340420254793866
Ba2C2Ir,-6.4462158203125,-6.143631,0.3025848203125001
Ba2Cl12Ir2,-3.9684791564941406,-3.959807,0.008672156494140548
Ba2Cl12Pd2,-3.4656739234924316,-3.458745,0.006928923492431682
Ba2Cl12Re2,-4.530901908874512,-4.526245,0.004656908874511423
Ba2Cl16Fe4,-4.333860917524858,-4.329161,0.004699917524858321
Ba2F10La2,-6.369344438825335,-6.367213,0.0021314388253355077
Ba2F14Nb2,-6.184187995062934,-6.184179,8.995062933614406e-06
Ba2F14P2,-5.3440661960177955,-5.347359,-0.0032928039822044397
Ba2F14V2,-5.485594855414496,-5.496852,-0.011257144585503198
Ba2Fe4I16,-3.4550430991432886,-3.459039,-0.003995900856711643
Ba4Be2P4,-4.547107696533203,-4.54711,-2.3034667968602207e-06
Ba4Ca2P4,-4.389937973022461,-4.36996,0.019977973022460738
Ba4F14Rh2,-5.396443176269531,-5.402724,-0.0062808237304690095
Ba6Sc4Se12,-5.502636649391868,-5.502627,9.649391867760926e-06
Ba8ClP5,-4.344712393624442,-4.344709,3.393624441905274e-06
Ba8Cs4I20,-3.303903102874756,-3.294287,0.009616102874755672
Ba8F32W4,-5.755673495205966,-5.755673,4.952059660112695e-07
Ba8Hf2S12,-5.853762539950284,-5.825093,0.028669539950284317
Ba8Hf2Se12,-5.389751087535512,-5.389751,8.753551128393156e-08
Ba8ISb5,-3.844609941755022,-3.844586,2.3941755022072186e-05
Ba8P4Se2,-4.447262355259487,-4.350748,0.0965143552594867
Ba8P4Te2,-4.318441390991211,-4.226755,0.09168639099121112
Ba8S12Zr2,-5.708777340975675,-5.708774,3.3409756747815322e-06
Ba8Sb4Se2,-4.097378322056362,-4.093936,0.0034423220563617463
Ba8Sb4Te2,-4.003174373081753,-4.00318,-5.626918247791934e-06
Ba8Se12Zr2,-5.257114410400391,-5.257107,7.410400390206462e-06
Ba9Nb6S24,-6.0164857522035255,-6.000905,0.015580752203525172
Be12La4P12,-5.301336015973773,-5.209443,0.09189301597377231
Be2Cs4S4,-3.8329967498779296,-3.872927,-0.03993025012207019
Be2I8K4,-2.824741636003767,-2.822145,0.0025966360037670277
Be2K4Se4,-3.635541534423828,-3.635563,-2.1465576171664225e-05
Be2Na4Se4,-3.6456016540527343,-3.645596,5.654052734449522e-06
Be2Rb4Te4,-3.186677932739258,-3.186657,2.0932739257961686e-05
Be4Br16Cs8,-3.2611026763916016,-3.261264,-0.00016132360839860027
Be4Br16Rb8,-3.2468724931989397,-3.247294,-0.0004215068010604561
Be4NaP3,-4.406203269958496,-4.406215,-1.1730041504343092e-05
Be6Cs4Se8,-3.91922844780816,-3.919227,1.4478081600266535e-06
Be6Cs4Te8,-3.4339815775553384,-3.432379,0.0016025775553383248
Be6K4S8,-4.4488648308648004,-4.448854,1.0830864800581708e-05
Be6K4Se8,-3.984793768988715,-3.984792,1.7689887150673655e-06
Be8Br20Cs4,-3.333176612854004,-3.324504,0.00867261285400378
Be8Br20Rb4,-3.3283982276916504,-3.311909,0.0164892276916504
Be8Br20Tl4,-3.259281635284424,-3.252254,0.007027635284423628
Be8Cl20K4,-3.8275723457336426,-3.801869,0.025703345733642635
Be8Cs4I20,-2.8425774574279785,-2.832545,0.010032457427978425
Be8I20Rb4,-2.834315538406372,-2.818865,0.015450538406371894
Bi10In2S18,-4.345166015625,-4.305372,0.039794015624999624
Bi10S18Sc2,-4.804673258463541,-4.762053,0.04262025846354156
Bi10S18Y2,-4.8449554443359375,-4.810649,0.03430644433593777
Bi2Br18Y4,-4.161452929178874,-4.126946,0.03450692917887377
Bi2F12Y2,-5.9843549728393555,-5.984362,-7.027160644490493e-06
Bi2F14Hf2,-6.223196665445964,-6.221792,0.0014046654459640706
Bi2F14Zr2,-5.9807891845703125,-5.971253,0.009536184570312578
Bi4Br18Y2,-3.5646626154581704,-3.529666,0.03499661545817023
Bi4Cl20Cs8,-3.41599178314209,-3.417116,-0.0011242168579101985
Bi4Cl24Ga4,-3.3048758506774902,-3.285646,0.01922985067749039
Bi4F28Ge4,-4.853356255425347,-4.848132,0.005224255425347657
Bi4F28Ir4,-4.773583730061849,-4.770367,0.0032167300618484163
Bi4F28Mn4,-5.006048414442274,-4.994802,0.011246414442274144
Bi4F28Pd4,-4.242281595865886,-4.232785,0.009496595865885915
Bi4F28Pt4,-4.397829691569011,-4.397836,-6.308430989143687e-06
Bi4F28Re4,-5.4751637776692705,-5.475213,-4.9222330729570274e-05
Bi4F28Ru4,-4.967208014594184,-4.95816,0.009048014594183584
Bi4F28Sn4,-4.815272861056858,-4.807815,0.007457861056858306
Bi4F28W4,-5.276376088460286,-5.275917,0.0004590884602864165
Bi4Rb12Te12,-3.111346108572824,-3.111342,4.108572823735557e-06
Bi5LiS8,-4.34911618913923,-4.333132,0.015984189139230054
Bi5NaS8,-4.29917962210519,-4.296996,0.002183622105190075
Bi8Cs4Te14,-3.5069492046649637,-3.493496,0.013453204664963803
Bi8Rb4Te14,-3.5075724675105167,-3.474917,0.03265546751051662
Br10C2Y6,-5.682127210828993,-5.68265,-0.0005227891710068988
Br10I6Sn4,-2.648769569396973,-2.649415,-0.0006454306030270196
Br12Ca12P4,-4.141202654157366,-4.128762,0.012440654157366282
Br12Ca2Cs8,-3.2877540588378906,-3.287718,3.605883789070674e-05
Br12Ca2Rb8,-3.2891956676136362,-3.289205,-9.332386363691825e-06
Br12Cd12Sb4,-2.266648292541504,-2.262329,0.004319292541504094
Br12Cd2Mn2,-3.1566286087036133,-3.156286,0.0003426087036131342
Br12Cd2Os2,-3.1669225692749023,-3.166547,0.00037556927490234315
Br12Cd2Pd2,-2.4632887840270996,-2.462747,0.000541784027099812
Br12Cd2Pt2,-2.6249256134033203,-2.624693,0.00023261340332014768
Br12Cd2Ru2,-2.9920597076416016,-2.992449,-0.0003892923583985741
Br12Cl4Sn4,-2.904272270202637,-2.90474,-0.00046772979736298126
Br12Cl4Ti4,-4.249246597290039,-4.249772,-0.0005254027099610425
Br12Cs8Sr2,-3.272131486372514,-3.272161,-2.9513627485933114e-05
Br12Fe2Ga2,-3.3221335411071777,-3.325794,-0.0036604588928224047
Br12Hf2Mn2,-4.8172783851623535,-4.817491,-0.00021261483764689615
Br12Hg2Pt2,-2.3873605728149414,-2.38681,0.000550572814941308
Br12Mn2Zr2,-4.622744560241699,-4.623146,-0.000401439758300981
Br12P4S4,-3.215210723876953,-3.221929,-0.0067182761230468735
Br12P4Sr12,-4.039968763078962,-4.022085,0.01788376307896211
Br12Pt2Sr2,-3.1737475395202637,-3.187279,-0.013531460479736523
Br12Rb8Sn2,-3.1282307017933237,-3.128233,-2.2982066760768305e-06
Br14Cl2Sn4,-2.8526590347290037,-2.852888,-0.00022896527099636188
Br14Cl2Ti4,-4.184087753295898,-4.18426,-0.00017224670410165288
Br14F6Ta4,-5.037720998128255,-5.021786,0.015934998128255273
Br14I2Sn4,-2.750980186462402,-2.750782,0.0001981864624021057
Br14Mn2,-2.8648886680603027,-2.886406,-0.021517331939697293
Br16Ca4K8,-3.442826952253069,-3.44283,-3.0477469308287652e-06
Br16Cl2Y6,-4.816366831461589,-4.773004,0.04336283146158859
Br16Co4Na8,-3.3643248421805247,-3.364312,1.2842180524774705e-05
Br16Co4Tl8,-3.277246747698103,-3.283142,-0.005895252301896914
Br16Cr2Fe2,-3.5841552734375,-3.589503,-0.005347726562499933
Br16F4Nb4,-4.401856104532878,-4.384729,0.0171271045328778
Br16Fe2Nb2,-3.8863243103027343,-3.88736,-0.0010356896972658625
Br16Fe2Ta2,-4.102448272705078,-4.101447,0.0010012727050776604
Br16Fe2W2,-3.9376365661621096,-3.93552,0.0021165661621096454
Br16Fe4Pb2,-3.703428095037287,-3.697832,0.0055960950372870855
Br16Fe4Sn2,-3.6905257485129614,-3.688425,0.002100748512961381
Br16Fe4Sr2,-3.838491266424006,-3.847711,-0.009219733575994038
Br16Ga2Nb2,-3.4879966735839845,-3.487024,0.0009726735839845624
Br16Ga2Ta2,-3.702938461303711,-3.702038,0.0009004613037109088
Br16Hg4Na8,-2.459608350481306,-2.45967,-6.164951869402913e-05
Br16I4P4,-2.55159060160319,-2.548201,0.0033896016031897958
Br16In2V2,-3.2349178314208986,-3.249122,-0.014204168579101228
Br16K4Y4,-4.231649398803711,-4.222665,0.008984398803710825
Br16Mn4Na8,-3.8728675842285156,-3.872882,-1.4415771484532769e-05
Br16Na4Tl4,-2.5618921915690103,-2.564841,-0.002948808430989658
Br16Pb2Tl4,-2.567785783247514,-2.560025,0.007760783247514169
Br16Rb4Y4,-4.220733006795247,-4.209049,0.011684006795246837
Br16Si2Ti2,-3.671673583984375,-3.671505,0.00016858398437502586
Br18Cl2P4,-2.65555206934611,-2.653694,0.0018580693461096587
Br18Co4Cs6,-3.244706290108817,-3.2447,6.290108816919826e-06
Br18Co4Rb6,-3.237044198172433,-3.218571,0.018473198172433314
Br18Cr2Ru2,-3.415688254616477,-3.423633,-0.007944745383523077
Br18Cr4K6,-3.881908961704799,-3.872392,0.009516961704798987
Br18Cr4Rb6,-3.8825792585100447,-3.872089,0.010490258510044814
Br18Cs2Pd4,-2.666419506072998,-2.627968,0.038451506072997965
Br18Cs2Zr4,-4.234050432840983,-4.240412,-0.006361567159016701
Br18Cs6In4,-2.939751216343471,-2.940263,-0.0005117836565289302
Br18Cs6Ir4,-3.4734903063092912,-3.473563,-7.2693690708725e-05
Br18Cs6Rh4,-3.3540842873709544,-3.354065,1.928737095457933e-05
Br18Cs6Ru4,-3.547527313232422,-3.547539,-1.1686767578122925e-05
Br18Fe2Mo2,-3.525543906471946,-3.532141,-0.006597093528054376
Br18Fe2Ru2,-3.2099564292214136,-3.221485,-0.011528570778586378
Br18Fe4Tl2,-3.3388598759969077,-3.32544,0.013419875996907749
Br18Ga2S2,-2.3404677997935903,-2.341086,-0.0006182002064094583
Br18Hf2Nb2,-4.289335077459162,-4.286911,0.002424077459162177
Br18Hf2P2,-3.579711220481179,-3.579769,-5.7779518821021725e-05
Br18Hf2Ta2,-4.488262523304332,-4.481619,0.006643523304331822
Br18Hf2V2,-4.102576515891335,-4.103954,-0.0013774841086648948
Br18Hf4K2,-4.481387456258138,-4.488077,-0.006689543741861925
Br18Ir4Rb6,-3.462823050362723,-3.462824,-9.49637276814741e-07
Br18K2Pd4,-2.664584159851074,-2.629403,0.035181159851074284
Br18K2Zr4,-4.222486178080241,-4.224841,-0.002354821919758443
Br18Mg3Pt3,-2.9393835067749023,-2.937241,0.002142506774902131
Br18Mo2V2,-3.7936051108620386,-3.792627,0.0009781108620385837
Br18Os2V2,-3.6352969082919033,-3.629417,0.005879908291903213
Br18P2Pt2,-2.676356228915128,-2.673241,0.0031152289151279433
Br18P2W4,-4.303511301676433,-4.307949,-0.0044376983235672185
Br18P2Zr2,-3.4358638416637075,-3.435059,0.000804841663707645
Br18Pd4Rb2,-2.6628530820210776,-2.643929,0.01892408202107765
Br18Rb6Rh4,-3.343044008527483,-3.343036,8.00852748295e-06
Br18Rb6Ru4,-3.535885674612863,-3.535888,-2.3253871370698675e-06
Br18Re2V2,-3.8222462047230112,-3.816231,0.006015204723011092
Br18Ru2V2,-3.495425484397195,-3.495382,4.348439719459307e-05
Br18Ru3Sn3,-3.4027894337972007,-3.370892,0.03189743379720067
Br18S2Tl2,-2.130173769864169,-2.134314,-0.004140230135830869
Br18Ta2Zr2,-4.349741849032315,-4.344083,0.005658849032315061
Br18Tl2Zr4,-4.17616589864095,-4.17664,-0.0004741013590496834
Br18V2Zr2,-3.959769509055398,-3.961044,-0.0012744909446018582
BrCa8P5,-4.444442476545062,-4.444428,1.4476545061370416e-05
BrCl5Ga2,-3.1743974685668945,-3.169742,0.004655468566894694
BrCl5Tl2,-2.5849609375,-2.54999,0.0349709374999998
BrCl5W,-4.192039489746094,-4.191933,0.00010648974609406281
BrCl5Y2,-5.195622444152832,-5.19766,-0.0020375558471679156
BrCl7Pt2,-3.0367794036865234,-2.984655,0.05212440368652338
BrCl7Zr2,-4.899574279785156,-4.899566,8.279785156162234e-06
BrI7Pt4,-3.212702433268229,-3.175084,0.037618433268229
BrI9Nb2,-3.437415440877279,-3.438428,-0.001012559122721246
BrP5Sr8,-4.215853554861886,-4.215846,7.554861886305275e-06
BrPb2Sb,-3.647510051727295,-3.647505,5.0517272947026015e-06
Br20Cs8Y4,-3.954667806625366,-3.954853,-0.00018519337463374086
Br20La4Tl8,-3.7082488536834717,-3.704662,0.00358685368347178
Br20Li4Mo4,-3.8045218331473216,-3.791341,0.013180833147321547
Br24In6Tl6,-2.8208134969075522,-2.806076,0.014737496907552217
Br27Cl3Nb6,-3.973147922092014,-3.980948,-0.007800077907986314
Br27Cl3Ta6,-4.339232974582249,-4.339908,-0.0006750254177516624
Br28Cs4Ga8,-2.9340423583984374,-2.933583,0.0004593583984373595
Br2Ca10Sb6,-3.884120093451606,-3.884121,-9.06548394130624e-07
Br2Cl14Si4,-3.7379493713378906,-3.737734,0.0002153713378905131
Br2Cl14Sn4,-3.1625463485717775,-3.163179,-0.0006326514282224416
Br2Cl14Ti4,-4.576975631713867,-4.578105,-0.0011293682861328591
Br2Cl6W2,-4.781810760498047,-4.781137,0.0006737604980466827
Br2Cl8P2,-2.949042002360026,-2.900917,0.048125002360025704
Br2F12Mn2,-4.180848121643066,-4.139856,0.040992121643066426
Br2F2Ru,-4.2446037292480465,-4.244798,-0.0001942707519537734
Br2I14Si4,-2.749264717102051,-2.750159,-0.000894282897949239
Br2I14Ti4,-3.627256393432617,-3.627769,-0.0005126065673826119
Br2I18P4,-2.30965264638265,-2.314975,-0.005322353617350117
Br2I6Pt4,-3.2286504109700522,-3.2057,0.022950410970052015
Br2Sb6Sr10,-3.753589630126953,-3.753588,1.6301269529783724e-06
Br32Fe4P4,-3.1202693939208985,-3.129809,-0.009539606079101315
Br36Sb4W12,-4.977496807391827,-4.952035,0.02546180739182624
Br3Cl27Ta6,-4.8007354736328125,-4.800402,0.00033347363281244213
Br3Cl3Ga2,-3.031907796859741,-3.031974,-6.620314025873597e-05
Br3Cl3Y2,-5.022247791290283,-5.020385,0.0018627912902831056
Br3Cl5Sn4,-3.4322401682535806,-3.440821,-0.008580831746419548
Br3Cl5W2,-4.714923858642578,-4.717901,-0.0029771413574222194
Br3Cl5Zr2,-4.763494491577148,-4.765712,-0.0022175084228512887
Br3Cl7Nb2,-4.293070475260417,-4.297175,-0.004104524739583226
Br3I5Pd4,-3.0538355509440103,-3.037326,0.016509550944010076
Br3I5Pt4,-3.244633356730143,-3.217855,0.02677835673014295
Br3MnTe2,-3.8300708134969077,-3.830161,-9.018650309222664e-05
Br4CaNa2,-3.388887677873884,-3.388879,8.67787388392216e-06
Br4Cl2Co2,-3.483044147491455,-3.481774,0.0012701474914549316
Br4Co2I2,-3.246354341506958,-3.242078,0.0042763415069582145
Br4F2La2,-5.28850793838501,-5.289513,-0.0010050616149905878
Br4F4Pd2,-3.1707571029663084,-3.172511,-0.0017538970336916648
Br4K3Tl,-3.074807643890381,-3.074819,-1.1356109619331534e-05
Br4La4Se4,-5.398156483968099,-5.398151,5.483968098296543e-06
Br4Pd2Te2,-3.2766757011413574,-3.191923,0.08475270114135736
Br4Pd4S2,-3.927104187011719,-3.919466,0.007638187011719033
Br5ClGa2,-2.890702724456787,-2.886811,0.0038917244567873155
Br5ClMo,-3.444372994559152,-3.440598,0.0037749945591518674
Br5ClS,-2.0925561359950473,-2.088441,0.004115135995047314
Br5Cl3Hf2,-4.941942596435547,-4.94127,0.0006725964355469571
Br5IS,-2.045404706682478,-2.045438,-3.329331752199849e-05
Br5I3Pd4,-3.092637379964193,-3.087946,0.004691379964192777
Br6CaPd,-3.0195703506469727,-3.021077,-0.0015066493530273561
Br6CaPt,-3.181307315826416,-3.18123,7.731582641623547e-05
Br6CaZr,-4.2042555809021,-4.205479,-0.001223419097900802
Br6Cl10Ti4,-4.4458061218261715,-4.446478,-0.0006718781738284108
Br6Cl2Hf2,-4.871321105957032,-4.871864,-0.0005428940429688112
Br6CoIr,-3.5331668853759766,-3.534672,-0.0015051146240234736
Br6CuIr,-3.108400821685791,-3.108366,3.4821685790831225e-05
Br6CuOs,-3.359297752380371,-3.359327,-2.9247619628858246e-05
Br6CuPd,-2.6323485374450684,-2.632677,-0.00032846255493179655
Br6GeHf,-4.1803975105285645,-4.181841,-0.0014434894714359103
Br6GeZr,-3.9871675968170166,-3.989174,-0.002006403182983618
Br6HfPb,-4.197347640991211,-4.199382,-0.0020343590087890107
Br6HfSn,-4.182897567749023,-4.18292,-2.2432250976756052e-05
Br6HfSr,-4.38871955871582,-4.385746,0.002973558715820168
Br6HgOs,-2.9400618076324463,-2.941155,-0.0010931923675538968
Br6HgPd,-2.223949909210205,-2.224556,-0.0006060907897951218
Br6I10Sn4,-2.546793556213379,-2.548112,-0.0013184437866211596
Br6I10Ti4,-3.7668861389160155,-3.767796,-0.0009098610839846089
Br6I14P4,-2.378133773803711,-2.385012,-0.006878226196289194
Br6IrNi,-3.375302791595459,-3.375976,-0.0006732084045411035
Br6IrPb,-3.304274082183838,-3.30271,0.001564082183838078
Br6IrPd,-3.2666144371032715,-3.267771,-0.001156562896728719
Br6IrTl,-3.0509793758392334,-2.954201,0.09677837583923354
Br6MgPd,-2.77980375289917,-2.779794,9.752899170045737e-06
Br6MnOs,-4.1764044761657715,-4.179925,-0.003520523834228406
Br6MoPb,-3.7268216609954834,-3.676893,0.04992866099548321
Br6MoRu,-4.195013046264648,-4.195007,6.0462646480630156e-06
Br6NiPd,-2.8856453895568848,-2.88642,-0.0007746104431154421
Br6PbPd,-2.8277504444122314,-2.827661,8.944441223146526e-05
Br6PbPt,-2.985213041305542,-2.981249,0.003964041305541954
Br6PbRu,-3.368496894836426,-3.36981,-0.0013131051635744129
Br6PbZr,-4.003129005432129,-4.005253,-0.002123994567870824
Br6PdZn,-2.491189956665039,-2.491542,-0.00035204333496086093
Br6PtRu,-3.420959234237671,-3.42157,-0.0006107657623291018
Br6RhTl,-2.916868209838867,-2.803925,0.11294320983886719
Br6SnZr,-3.9905760288238525,-3.991635,-0.0010589711761475051
Br6SrZr,-4.193421363830566,-4.152278,0.04114336383056649
Br7Ca2Cs3,-3.471433639526367,-3.471436,-2.360473633000737e-06
Br7ClHf2,-4.799246215820313,-4.798425,0.000821215820312915
Br7ClZr2,-4.492107772827149,-4.492108,-2.271728511971105e-07
Br7FFe4,-4.077342669169108,-4.371872,-0.2945293308308914
Br7FMn4,-4.862481435139974,-4.880042,-0.017560564860026773
Br7Fe2Li,-3.733636474609375,-3.741427,-0.007790525390624747
Br7Fe2Na,-3.6863250732421875,-3.689859,-0.003533926757812722
Br7IPd4,-3.134852091471354,-3.13332,0.0015320914713541356
Br7IPt2,-2.7418792724609373,-2.711523,0.030356272460937195
Br7IPt4,-3.315601030985514,-3.301921,0.013680030985514069
Br7La2Rb,-4.2200569152832035,-4.204521,0.01553591528320375
Br8CaRb6,-3.2301205952962238,-3.230096,2.4595296223672847e-05
Br8Cl8Hf4,-5.013888549804688,-5.015953,-0.0020644501953119843
Br8Co3K2,-3.584138430081881,-3.58221,0.0019284300818811495
Br8Co3Rb2,-3.5749285771296573,-3.57485,7.857712965719799e-05
Br8Co3Tl2,-3.507931635929988,-3.508562,-0.0006303640700120461
Br8F12Sb4,-3.7121604283650718,-3.691486,0.02067442836507194
Br8GaP,-2.729051971435547,-2.731629,-0.0025770285644530766
Br8Ga2Hg2,-2.3695170084635415,-2.349148,0.020369008463541505
Br8GeNa6,-3.0925745646158855,-3.092567,7.564615885691239e-06
Br8HfZr,-4.5758106231689455,-4.575799,1.1623168945540385e-05
Br8InNa5,-2.9745145525251115,-2.967536,0.006978552525111592
Br8K2Sr3,-3.6006255516639123,-3.594516,0.006109551663912249
Br8K6Sn,-3.164312235514323,-3.164312,2.3551432315471743e-07
Br8Li2Tl2,-2.650155544281006,-2.658012,-0.00785645571899396
Br8MnPt,-3.2176849365234377,-3.218481,-0.0007960634765624697
Br8Na5Sc,-3.4847090584891185,-3.484712,-2.9415108815378233e-06
Br8Na5Tl,-2.8445963178362166,-2.840082,0.004514317836216364
Br8Na5Y,-3.5439491271972656,-3.543973,-2.387280273419279e-05
Br8Na6Sn,-3.0887903849283855,-3.071733,0.01705738492838549
Br8Rb6Sn,-3.1149752298990885,-3.114957,1.8229899088506585e-05
Br8Rb6Sr,-3.224879201253255,-3.21338,0.011499201253255098
Br8Se12Si8,-4.09821047101702,-4.098687,-0.0004765289829800068
Br9Cl9W3,-4.005692254929316,-4.006647,-0.0009547450706843819
C2Cl10La6,-5.645193311903212,-5.61559,0.029603311903211527
C2Fe2Sr,-7.473328399658203,-7.473327,1.3996582026720716e-06
C2I10Y6,-5.263239118787977,-5.263239,1.187879776765044e-07
C2Nb8Te16,-6.197979266826923,-6.065521,0.13245826682692297
C2RuSr2,-6.237874603271484,-6.237871,3.603271483854087e-06
C2TaY,-9.677519798278809,-9.563665,0.11385479827880829
C2Ta8Te16,-6.694943354679988,-6.565428,0.1295153546799881
C2Te16V8,-5.74868657038762,-5.705383,0.04330357038761967
C3Ca2Mn2,-7.225183759416852,-7.225184,-2.405831471818942e-07
C4Cd2La4,-6.098756408691406,-5.924812,0.1739444086914057
C4Hg2La4,-6.047064971923828,-6.072724,-0.025659028076171708
C6Ga2Y6,-7.5626983642578125,-7.536871,0.025827364257812846
C6Mo2Ti4,-9.616620381673178,-9.61662,3.816731783956584e-07
C8Ca8Os4,-6.818559265136718,-6.818557,2.2651367181936166e-06
C8Mn4Y8,-8.439064025878906,-8.439063,1.0258789053807504e-06
C8Ru4Y8,-8.457771301269531,-8.457772,-6.987304690397877e-07
Ca12Ga4P12,-4.620459420340402,-4.620462,-2.5796595979343806e-06
Ca12P12Sc4,-5.302880423409598,-5.302899,-1.8576590401941928e-05
